Component1_fraction,Component2_fraction,Component3_fraction,Component4_fraction,Component5_fraction,Component1_Property1,Component2_Property1,Component3_Property1,Component4_Property1,Component5_Property1,Component1_Property2,Component2_Property2,Component3_Property2,Component4_Property2,Component5_Property2,Component1_Property3,Component2_Property3,Component3_Property3,Component4_Property3,Component5_Property3,Component1_Property4,Component2_Property4,Component3_Property4,Component4_Property4,Component5_Property4,Component1_Property5,Component2_Property5,Component3_Property5,Component4_Property5,Component5_Property5,Component1_Property6,Component2_Property6,Component3_Property6,Component4_Property6,Component5_Property6,Component1_Property7,Component2_Property7,Component3_Property7,Component4_Property7,Component5_Property7,Component1_Property8,Component2_Property8,Component3_Property8,Component4_Property8,Component5_Property8,Component1_Property9,Component2_Property9,Component3_Property9,Component4_Property9,Component5_Property9,Component1_Property10,Component2_Property10,Component3_Property10,Component4_Property10,Component5_Property10,BlendProperty1,BlendProperty2,BlendProperty3,BlendProperty4,BlendProperty5,BlendProperty6,BlendProperty7,BlendProperty8,BlendProperty9,BlendProperty10
0.38,0,0,0.46,0.16,1.041363945,-0.448205297,-0.275422275,-0.410158573,0.449354207,0.01941469,-0.259038734,-0.127571224,0.363735611,0.501715999,0.305445877,-1.280237578,2.110972561,1.312279172,0.136768244,-0.239876838,-1.453391425,0.183492253,-0.052064212,-0.750490766,-0.177893789,1.512505157,0.475714477,1.283775344,-1.606517798,-0.012781215,0.667541133,-0.330437364,-0.940322098,-0.886765322,-1.418305353,0.12386777,-0.490747155,1.300050932,-2.087936981,-2.74659661,0.75126929,-0.422027232,-0.374075132,-1.990932244,1.20440619,0.418449834,0.090124465,0.554627129,-0.547263569,1.496279255,-0.98985627,0.338404488,-1.109418488,-0.926748278,1.566393429,1.059751707,-0.057514506,0.802497456,1.4582194,0.040627904,-0.066185133,-0.062354973,0.407358828,1.773724607
0,0.2,0.19,0.5,0.11,-0.417391612,0.249064392,-0.835863042,2.248827769,0.582883816,1.339778303,-0.845371584,-1.569197251,-0.078762874,0.344291401,1.324420098,1.714799629,0.079090678,1.895076832,-0.459974482,0.892374497,-0.448349294,0.262987175,-0.543886558,0.479901175,0.413799566,-0.145257968,1.168973544,-1.167188516,-0.569359443,-0.040524924,1.261760956,0.25753103,0.124712621,0.492790338,0.064697158,-0.989357332,0.571485914,-0.503972964,0.042679959,1.698043391,-0.453703694,-0.310317213,-0.985602293,1.75904706,-0.314272079,0.062445992,-0.500153529,0.308992651,-1.364126165,-1.26395112,1.072314609,1.566464846,-0.458986579,-1.700150679,1.175696383,0.221410893,0.177676112,0.407119904,-0.494163231,0.789165697,0.164552506,-0.282753862,0.805615887,1.653806105
0.5,0,0,0.5,0,-0.756591161,1.206639013,-0.580472313,-0.001160824,0.492803654,-0.112720035,0.911027972,0.994580891,-0.359840563,1.077909051,-1.453194898,1.346770916,0.862148693,1.185889318,0.760836376,0.272936546,0.420876332,0.898946552,-0.153470881,0.823042628,-1.563023441,0.464138619,1.324134014,-0.376672604,-0.177662306,1.307683989,0.825304562,0.500207179,1.61906689,1.345388377,1.067998832,0.224802977,-0.058794784,-0.222074345,-0.88618176,-0.888979936,-0.754429932,-0.926329656,0.551237473,1.299376677,-0.318411996,0.943094319,-0.199669011,1.265267022,0.698848332,0.636706071,0.897325767,-0.181744784,-1.401574665,-2.354354861,-1.157271993,-1.333846533,0.716397478,-0.793522023,0.596331505,0.87083814,0.69310821,-0.534763747,0.120243274,0.421853463
0.01,0.45,0.01,0.43,0.1,1.207137232,0.581259822,-0.230259282,1.776506508,-0.668359777,-0.002225241,0.156800166,0.211370629,-0.160301921,1.273144089,0.446097238,-1.290008252,-0.646828776,-1.309307205,1.437899238,1.339182198,-0.475512595,-0.573437657,0.297788797,0.672316943,1.743283401,-0.408691041,-0.120025104,-0.638876004,0.523190425,-0.300774446,-0.909252198,-0.59538339,0.687925425,0.031978427,0.365065595,-1.724442634,0.752548369,-0.148258905,-1.025492735,2.401704824,0.252873714,0.839934333,-1.940141842,1.75904706,-0.209319583,-0.369136391,-0.536484151,1.181786473,1.687020068,-0.488906035,0.524177624,0.799948934,-0.005375674,1.726105121,0.031639995,-0.319454148,-2.09469038,-0.568628369,-0.631995776,-0.681544388,-2.065435587,-1.716663767,1.115114106,0.363890559
0.11,0.08,0.5,0.04,0.27,-0.537987667,-0.005618771,0.899015374,0.224078504,-0.253120367,-1.268489029,-0.358320272,-1.354051538,0.441297143,0.110294717,0.179258663,0.750108436,-0.870188609,1.946736177,-1.22398182,0.496340397,-0.244624538,1.849429316,-0.128119214,0.77066278,1.000121704,-1.007356115,0.178105899,0.201112247,1.087065127,0.718705351,0.224020705,-0.594182563,-1.806739231,-1.213653772,0.930611375,-0.033515609,-0.017081661,-1.323790996,-0.383419053,-0.95631359,0.469844679,0.193683836,0.247650367,0.810590059,1.897003145,2.035059697,0.821372842,-0.713292323,-0.718494592,-0.972594603,0.70158726,1.361725239,-1.506648377,-0.272544096,1.765738395,0.978892384,0.850563554,3.196526676,-0.945227254,0.58839392,0.824890325,1.667176284,1.41895234,-0.178152082
0.07,0.2,0.28,0.45,0,-0.27346633,1.142414563,-0.12644435,0.494606167,1.022485054,-1.11963254,-0.517378651,-0.549626212,1.213266409,0.095551024,2.841160483,-1.036622111,0.095972525,-0.340318324,-1.055613151,0.212008224,-1.765769384,-0.701320793,-1.329788245,-0.748352813,-0.220648683,0.737281156,-1.068576257,-0.868531812,1.961869042,-0.133364847,-1.102840371,0.12041846,-0.175852733,-1.509725425,-0.130986659,-0.590862616,-1.517073324,0.632106047,2.238138053,-0.828949014,-0.151426432,-0.103472852,1.068492194,-0.382042316,0.081145957,-0.233948544,1.166797583,1.296454979,0.325686562,0.685299519,-0.835962921,-0.094717874,0.269353643,-0.55633288,-0.779339706,-0.599081375,-0.491554333,-1.711233224,-0.032404151,-0.97308016,-0.492137915,-0.286997931,0.459199136,-0.185311396
0.21,0.19,0.2,0.17,0.23,0.420362151,-0.816686689,1.284499503,1.863075361,-0.528049041,1.495848102,-0.327652153,-0.186973405,1.655433434,-0.774089089,2.843654301,0.68171372,0.656536445,-0.233990352,-0.386278687,1.039617944,-0.203879587,1.019917086,-0.630082227,-1.84619167,-0.666889459,0.046631691,0.121161485,-0.072287525,0.97996577,0.796252401,-0.895628704,-2.095870872,0.137907496,-0.361439743,-0.954600469,-0.204329036,0.507311879,0.347449954,-0.088586813,-1.356354707,1.542118979,0.844354514,0.925466725,-0.424321879,-0.411056629,0.190475216,-0.908778414,-0.313476775,0.581908167,0.351270605,2.405826416,2.090135437,2.074058727,0.999481091,1.12499524,0.908850361,-0.151682178,0.621131607,-0.393763385,0.091995174,-0.158797354,0.781629353,0.543970261,0.492758202
0.39,0.09,0.08,0.37,0.07,-0.95655596,-1.401180288,0.49035024,-0.264875198,-0.096066106,-1.036023719,-0.706585351,1.645508986,0.786677982,0.561166376,0.403702324,0.364492511,0.263925267,-1.204483874,1.437899238,0.76036313,1.548153316,0.148929243,-2.064986597,1.630119879,1.693008803,0.795026912,0.214675707,0.394054372,-0.732396044,1.003450538,0.310975601,-0.339607313,0.233188379,-0.492579133,1.471807761,-1.00047909,0.205693916,1.131420833,-1.904748533,0.637662125,-0.419753511,0.233666379,1.846799491,0.662393652,1.488270241,-1.422693002,0.227972684,1.235837784,0.109929223,-0.187340811,-0.270880376,0.82510122,0.589700328,-2.002997319,-0.926671264,-0.416268991,0.880505217,-0.514218614,-0.002190615,0.081539889,0.854069518,0.635574843,0.494188129,-0.111240037
0.13,0.19,0.08,0.5,0.1,-0.641796553,0.205112382,0.326284678,1.599962159,0.313815376,1.730608556,1.280604795,0.100053938,0.490021695,1.273144089,0.309435987,0.984604607,1.859909183,-0.455674143,-1.797815366,-1.610764105,-2.173218897,0.273356078,-0.036853212,-0.677800365,1.058345705,-0.286556212,-1.254211566,1.356421569,1.722157489,-0.152717776,-0.330505974,-0.072914631,-0.45586186,-0.816683511,-0.964731239,-0.953054232,1.247605208,3.156891049,0.292781553,2.007976237,-1.728645074,0.171884309,-0.47779969,1.430225386,0.636901867,1.066442904,1.452522786,0.484747344,0.495589608,-0.637544818,-0.820400672,-0.501178814,-1.015108424,1.581611931,0.816732288,0.879373216,0.084879814,-0.401771787,-0.568092811,-0.389250986,0.073526111,0.370832751,0.765610091,1.002170896
0,0.17,0.24,0.5,0.09,-0.388631242,0.74872039,-1.945154074,0.248325798,-0.598622997,-1.471445343,0.056479032,0.577268094,-0.646884524,1.273144089,0.595227582,0.068115406,-0.380182155,0.022300186,-0.673609482,0.521727199,-0.088435558,-0.25891427,0.130467793,1.151218411,-1.926332614,-0.215268309,0.934578492,-1.329926475,-0.876059257,1.559948737,0.506245687,-1.746648649,0.880431701,-0.417601195,-0.815613417,-0.245248715,0.258408302,2.67390899,-1.654281294,0.361396106,0.82623543,0.086092621,-0.530905669,0.439140125,-1.78327134,0.425470791,0.081325643,-1.722914517,0.060481578,1.810299102,-0.953890184,0.362927967,1.777802113,0.788458661,-0.056639643,0.548904676,0.974672889,0.486920878,-0.530793801,0.189274781,0.946681739,0.156580444,-0.995030855,1.562111821
0.47,0.04,0.06,0.33,0.1,0.733270031,-1.718895404,1.332060531,1.065519732,1.032028863,-0.758967039,-0.755446422,-0.370171726,-0.084729146,0.354279064,-0.576867093,-1.239852126,1.465566534,0.224423643,0.329978192,-0.712071341,-0.590956624,1.223838842,-0.761910897,0.044827743,-2.047936985,-1.017576603,-1.127436233,1.821982323,-0.424059043,-0.482664908,-2.512451561,-0.700946969,-0.923932674,0.614905495,0.22021336,-1.04328737,0.358489237,-0.457308031,-0.755280633,1.079291675,-0.174002442,0.292133313,-0.687736206,1.278367657,-0.887594664,0.206444452,1.043614068,0.044129506,0.517774649,-2.032462631,1.287765297,1.115232837,-1.979223807,-0.17344325,0.579093047,-0.59854051,0.876619658,-0.633920075,-0.950574783,-0.777157211,0.850422119,0.215265673,-0.131240108,-0.85635936
0.22,0.04,0.24,0.34,0.16,0.46936587,1.781251928,-0.72565335,0.001444257,0.330893771,0.890585815,-0.793391722,1.653745423,0.188393514,-2.008041112,-0.307534699,-0.338344624,-0.381047891,1.130719144,-0.475707292,1.009153782,0.767208417,1.227295143,0.4346878,-1.558636993,-0.415086768,-1.177527238,1.314033781,1.949568883,1.211082088,-0.616105381,0.078703432,-1.107481373,1.415588035,1.836633076,-0.771357949,1.200999617,-0.017845638,0.084853648,0.662205496,0.449647751,-1.588535945,0.841340754,1.212885734,-1.042649591,0.36758347,-1.422693002,-0.183774364,0.894880712,1.687020068,-1.286206102,-0.038484127,-0.212682095,-0.964878064,-0.068451795,0.929825662,0.893165275,1.183807403,1.295812568,-1.034263603,1.249198235,1.151729001,1.679323102,0.804844071,0.36829629
0.3,0.12,0.12,0.45,0.01,0.058820855,0.318058828,0.08628134,0.979351661,1.032028863,1.687984451,2.25470742,-0.102612325,1.36341758,0.557361551,-0.848194541,0.821760044,-0.748119863,-0.528398464,0.318385595,0.252627105,1.18823958,0.53257865,0.216663461,-0.415901125,0.386943477,-0.800902261,0.07588458,-0.131914713,1.295260818,-0.753605908,-0.393073133,1.086210585,1.176413572,-0.686696151,-1.499884709,0.430870282,-0.311518244,-0.779508184,-0.229482253,0.704253128,1.17245836,-1.255432195,0.156735916,1.415754443,-1.101303902,-0.979822021,0.001473964,-0.651150904,-1.768612589,0.439269665,-0.374628701,0.527926962,-0.025877861,1.726105121,-0.598247151,0.019668233,-0.059114442,-0.623038124,-0.83720718,-0.310154483,-0.067929541,-0.524519443,-1.491308547,0.115104414
0.19,0.42,0,0.36,0.03,-2.173995971,-0.62196906,0.408417377,0.812225683,0.496989535,-0.483549746,-0.305820611,-0.131814237,0.082657921,-0.565537167,-0.465144026,1.28554136,-1.375345438,2.410667189,0.342398831,-1.219807366,-0.48230342,1.749196588,0.66792314,-0.895871569,-0.606302122,-0.660115042,-0.798482106,0.977046838,0.624559625,-0.893813139,-0.883687122,0.026535649,-0.720870499,0.079403653,1.837048671,-2.133429576,-1.876142327,0.242453854,-0.693242762,-0.550083717,-0.207952624,1.067774552,-0.537621648,-1.504848031,-0.573520406,-1.056501889,1.030746973,-1.633337074,-0.089658032,0.108507537,-0.837692059,1.001418744,-0.063806909,0.041044244,-2.10293779,-1.919062508,-2.286911283,-1.820052734,-0.763544976,-2.268171762,-2.253990263,-2.131119048,-2.712450105,-1.246404268
0.5,0,0,0.5,0,0.002657902,-0.643093282,-0.269127433,-0.118389478,1.032028863,1.131248068,1.357534992,-0.608529215,0.325286304,1.273144089,-0.878120362,1.185229109,0.017190569,-0.236999634,-1.1381414,0.156157261,0.291850653,0.515297145,-0.021642211,1.255978107,1.34624298,-0.362187822,-0.506271929,1.10541454,-0.150239414,0.300790362,0.577222411,1.193084157,0.639451623,-0.083416556,1.382052695,0.255020586,0.254130033,2.025266418,-0.29127636,-1.437056071,-0.040959086,-1.224189554,-0.094615801,0.054962735,-0.900461974,-0.008589577,-0.516899675,0.254355101,1.112240018,0.269192595,-1.805663934,0.362550683,0.3682767,-0.667561451,-0.825388274,-0.564466012,1.243919291,-0.804403974,2.406603567,-0.227118307,1.210721717,-0.878533329,-0.860220326,0.500330553
0.26,0.31,0,0.32,0.11,-1.023581199,0.223510898,0.709370772,1.298975085,1.032028863,-0.627815947,-0.58963066,-0.787734112,1.105873519,-0.409063775,0.481010696,0.571630795,-0.786212238,-1.435195512,-0.255171937,-1.108105441,1.256147832,0.38741401,-1.542742251,-0.797525732,1.774651313,0.12328535,0.943633872,0.780199002,-0.051053131,1.577271638,-1.005793998,0.551733559,-0.378498227,-1.7060505,1.896944626,-1.435696595,-0.80046327,-0.612150764,-0.613044493,0.615753933,0.358860325,-1.707998414,-0.007183709,-1.010220731,-1.545841496,0.029406193,1.315809899,1.026081181,0.152424514,-0.512590237,-1.108821016,1.008084099,-0.518442924,0.809595555,-0.413456396,-0.676965941,-0.469155227,-1.032924945,-0.353656921,-0.8450408,-0.470094938,-0.665012759,0.010130857,-0.725839567
0.16,0.29,0.06,0.26,0.23,0.202993007,1.224526459,1.211359435,-0.137627001,-1.482095072,-1.145534881,0.205661237,1.178777568,-0.365806835,-0.571482205,-0.669138375,-1.336907486,0.079523546,0.909035352,0.184518702,0.816214093,-0.516257546,0.13856034,-0.325862219,0.053379555,-0.96896675,-0.803968408,0.472754064,-0.228255585,1.530197241,-1.993411355,1.638677634,-0.64690977,2.065331438,-0.411265031,0.267490286,-0.623388514,0.778981959,1.001183246,1.431036321,-0.308969826,0.014188419,0.064494011,-0.544835106,1.082225354,-0.370440685,-1.28667916,0.382283216,-0.074056439,0.797118691,0.208144524,-0.147765696,-0.563053437,0.270378753,-0.276355667,0.71723875,0.398003329,-0.510067881,0.784360871,-0.838811438,1.030546406,-0.51037491,0.159214694,2.219711446,0.154480638
0.23,0.27,0,0.5,0,-1.200833947,0.397785731,0.644923581,-0.387915187,1.032028863,-1.039630374,-0.607303814,-0.595800176,0.460521796,1.273144089,-0.497563666,0.068766784,-1.375345438,0.96871945,0.366136054,0.856832975,-1.453391425,-0.449010823,1.524809495,1.630119879,0.967035002,0.20939296,-1.326828756,2.484390913,0.933305923,-1.533813134,-0.256165424,-0.855526109,-0.183769657,0.034954504,1.164152278,-0.679626841,-2.282425085,1.683763952,-0.720788064,0.021757236,-1.783964915,-0.445735473,1.219601713,0.453611068,0.383248022,-0.791632829,-0.179706091,1.15036402,-0.026930609,1.088747645,0.179041528,-0.808665509,0.605589524,-1.280184859,-1.573975744,-1.469874091,-0.723545079,-0.971260556,-0.308603994,-1.733285444,-0.719862485,-0.682574423,-0.194914929,0.288442409
0.1,0.09,0.5,0.22,0.09,1.08222095,0.22998445,-0.823073522,0.180794078,1.032028863,-0.203542166,1.122586013,0.514870845,1.607703261,1.273144089,-0.397810927,-0.03415098,-1.375345438,-1.11019303,0.353163386,1.075159465,0.210360751,1.057936396,0.703415474,-2.342196761,1.51489922,1.221476766,0.418073494,-0.701888142,-0.412871594,-0.778372244,-1.297942266,-0.463729123,0.4795853,-0.121625544,0.412697986,0.177378119,-0.833008673,-0.762539117,0.297047418,-0.270970871,0.113453928,0.809495362,-0.303432987,1.176896706,0.59069144,-0.378497667,0.349169368,0.876707279,-0.767942237,-0.086274605,-1.694999054,0.548300314,1.016145835,0.116929157,-0.520584929,0.927780637,0.062480707,0.39986527,0.220935009,-0.27833405,0.051483133,0.680503435,0.082295653,-0.732448164
0.44,0.02,0.12,0.34,0.08,-1.329329846,-1.656033808,-0.184796535,-0.18852628,0.911224333,-2.238351351,0.649569264,-0.186474227,0.935503316,-0.682059906,-1.159921848,-1.248971422,-1.375345438,-0.713970869,-0.280565244,-1.879864198,1.099958853,1.856341918,0.211593128,0.381555338,0.747889315,1.41745462,0.52534493,-0.979193625,0.692912208,-0.676194194,-0.893274026,0.169979851,-1.800905707,-0.825995751,-1.215689957,-0.782450649,-0.385012793,0.297815434,-0.701530729,1.321395767,2.069122323,0.133910939,-0.243735399,-0.605121495,1.099677474,0.903997223,1.00482356,-0.054827773,-0.089970498,0.047867813,-0.540971849,0.692925957,-0.6850232,0.862264536,-0.825388274,-0.911701369,-0.01043067,-0.800776657,0.323473867,-1.274162061,-0.020037605,0.646697231,-0.644369116,-0.114682014
0.06,0.14,0.3,0.33,0.17,-0.652041664,-1.703222594,0.547103736,1.345666156,-0.111972455,0.247617589,0.618901145,0.442989215,-0.766209958,-0.987634843,0.593232527,1.81120361,-1.375345438,0.462658487,-0.512693196,-0.564827894,1.147494629,-1.0849702,-0.37149522,1.445186946,-0.252446292,1.528091401,1.628708269,-1.015646928,0.734387628,-0.301857128,-0.458667736,-1.770774348,0.224299201,0.805662426,0.64179557,1.672310376,0.647425188,-1.675474902,0.498518146,-1.170320735,-0.885577592,-1.862503818,1.487370266,-0.229923063,-0.361601402,-1.422693002,-0.710284548,0.118347466,1.687020068,0.276542865,1.377334685,0.220943313,0.908509349,-0.224033192,1.130721487,0.644367356,0.477092739,0.824261358,0.381360862,0.273523165,0.458406007,0.294000469,0.480552713,0.824840207
0,0,0.5,0.5,0,-0.008204383,-0.88840683,-0.016134739,-0.81895593,1.032028863,-0.333053869,0.164077347,-0.950715725,0.159887994,0.941886589,1.465570223,-0.613877625,0.696793159,0.346299573,-1.400354901,-0.189103236,0.18319745,0.062521719,0.733837475,-0.495005385,0.379638621,0.533382424,0.308364071,0.375306959,1.713152957,-0.555745897,1.366207746,0.255675207,-0.397804412,0.984707054,0.18911012,-1.55656703,-1.725486141,-0.094806345,2.238138053,-0.958293991,-1.699692634,-0.930046626,-0.121106605,-1.317423164,-0.422245594,1.666115268,0.327976506,0.739878908,-0.19074058,-0.451337991,-0.829392193,0.315138624,-1.29086285,-1.095150413,-0.432663182,-0.302416899,0.472064368,0.222126737,2.505399155,0.043052318,0.453331365,-0.167139571,0.159477254,0.66568316
0.22,0,0.33,0.45,0,0.720679655,-0.493349804,-0.64032327,-0.426390232,1.032028863,2.939165864,-0.928539364,0.023180528,0.70248726,0.892661677,0.860071102,-0.051086815,-0.776256276,-0.279631132,0.71584606,0.206930863,-0.292160315,2.364418159,-0.128119214,-0.594420199,-0.339889718,0.622300668,0.37732428,0.680993942,-0.504690533,0.59081362,0.483708055,-0.436765106,1.387253778,-0.561508915,0.986064009,-0.07359591,0.511284557,-0.651815957,-0.829628573,1.026934809,2.00708138,0.096038028,1.811105308,1.021203305,-0.567030806,0.008067989,1.00293134,-0.527337057,-0.053568282,0.410072761,-1.571538547,-0.416415611,0.717326447,-1.016493449,-0.81095336,0.269007017,1.013985607,0.283791126,1.357418489,0.304282916,0.98505872,0.964417011,-0.546863028,0.135618601
0.02,0.37,0.16,0.41,0.04,-0.448620682,2.087212436,-0.17760243,0.798198322,-0.201299158,-0.474697048,0.295586399,0.344151974,0.523499108,-0.957909655,0.731390069,-1.254182448,-0.084966253,0.460652298,1.437899238,-0.6917619,0.319013954,-0.929436656,-2.1714636,0.507694564,-1.825783416,0.306743106,-0.617896914,0.90700442,-0.693376405,-0.949435892,-0.02977995,-2.61561048,-0.304468036,-0.215419968,-1.120602907,-0.923466157,-0.930797678,0.593077194,-0.092974561,-0.500449903,1.723933409,-0.055554076,-1.019804036,-0.670676611,0.672930335,2.044833972,-1.282870287,1.270777676,-1.510516192,1.184301149,0.972716216,-1.041701437,-0.189382809,1.726105121,-0.405702103,-0.743492341,-0.946621894,-1.602413714,-0.257668786,-1.658886243,-0.938865013,-0.844288084,-0.788827345,-0.448003131
0.12,0.26,0,0.42,0.2,-1.703584952,-0.74684047,0.649319978,0.609830913,-0.363041606,-1.100615632,-1.27056686,-0.231899424,-0.306807037,1.088610119,0.641113841,1.536321987,0.441401103,0.32824388,1.437899238,-0.036782429,0.210360751,1.161625425,-0.401917221,0.020241284,1.311437489,1.073535205,0.71376651,0.676046708,-0.379718545,0.32014329,0.25210865,0.144107495,-0.07696062,1.270602444,-0.513823117,-0.285329016,0.805568345,0.010189755,1.26722709,-0.35810854,2.670402464,-0.561865673,0.111838356,-1.662807965,-0.014072138,0.83736696,-0.149903628,-0.912965601,1.321045002,0.019895955,0.865855441,0.900558077,0.571760914,1.16268563,0.821623457,0.950767402,0.514576958,0.947590136,0.143529535,1.091914383,0.49503858,1.191108829,0.086412006,1.630125299
0.13,0.2,0.28,0.27,0.12,2.368043985,-1.058763461,1.464252211,-2.70062612,0.134157357,0.659432016,-0.928539364,-0.339222691,0.525156406,-0.80571669,-0.015259176,0.565117012,0.064373169,-0.135687132,-1.230606161,0.435412074,0.468412108,-0.058448814,0.91636948,-0.415901125,0.511340882,-0.503230554,0.775064473,-0.672204738,0.199027277,0.437208208,-1.425431263,-0.844172839,0.893487682,0.360594921,0.461219042,-0.436207215,-0.184698128,-2.711224307,0.031588709,0.803149431,0.107766842,0.924922351,0.380477499,-0.401569372,-0.050324386,1.654276006,0.658925764,-0.243714238,0.466608445,1.131420043,1.433704608,0.492336478,-0.630179848,-0.009199192,0.074348252,-0.1469182,-0.429156823,0.124189178,-0.681460414,-0.170447632,-0.430925043,0.666161409,-0.181279513,-0.279346225
0,0.12,0.43,0.38,0.07,1.405373941,-0.446672087,0.22117081,-0.731385124,-0.467939787,0.438114549,-0.742971255,1.042501977,1.201002406,1.2117913,0.552832668,-0.377427319,-0.26417356,-0.159259843,0.138700343,1.349336919,1.33084691,0.795257523,-0.057134546,-0.628627446,-1.234734607,-0.353500407,1.061005541,-0.732873449,0.091927921,-0.055411792,-0.665038447,-0.035907337,-0.047515216,0.658010609,0.587231599,0.631901318,0.570569142,-1.341608516,0.112396388,1.305552555,-0.133503493,0.138632495,1.08764517,0.391978798,0.828792623,0.340117975,1.493867791,0.521094212,-0.272372158,-1.161455695,1.755324416,0.955012776,-0.457448915,-0.129783437,-0.174982077,1.229312898,0.549775554,0.537703316,-0.603119123,0.131543425,0.529768163,0.818216154,0.830313999,0.598633435
0.14,0.4,0,0.24,0.22,0.730677895,-1.718895404,-0.251641761,0.295417651,1.032028863,1.409944137,1.240060503,-0.840646979,0.071388297,0.888856853,1.440632038,0.301960198,-1.375345438,0.02831875,0.591087636,0.572500801,0.461621283,-0.134487435,0.855525478,-0.156139837,0.334520391,-0.52954831,1.302017987,-0.558939118,0.314039707,0.729532164,1.423560976,1.867621236,0.250827843,0.409748192,-0.832675766,-0.679207152,-1.161671408,0.87667272,0.501565193,0.211133137,1.732550207,-1.218262494,0.166934254,0.418131105,0.45496929,-0.437005646,-0.95873302,0.426240612,-0.355331714,-0.32005401,-0.067533658,-0.649451539,0.640955798,0.566001519,0.354695751,1.001608715,-1.341120442,0.635640875,-0.6952303,0.98857374,-1.325806483,0.109749339,1.068161965,-0.126247059
0,0,0.5,0.5,0,1.749510892,1.014817447,1.441271042,1.380534166,-1.567654483,0.136467039,1.195877619,1.141339219,-0.657822689,0.317895433,0.671039663,0.198391056,-0.974942638,0.14869004,0.258766525,1.100546267,-0.068063083,-0.124118533,0.901158479,0.331313443,0.828027885,0.207859886,-0.373401628,-0.877905519,1.097706846,-1.731131805,0.783424931,1.132715326,-0.39363761,-0.796714994,-1.047732458,-0.352689102,-0.551865283,0.719708853,-0.007169725,0.002448321,-0.041993102,0.997754873,1.247833697,-0.738411086,0.136531336,-0.311867405,1.632189065,1.111672193,0.178437256,0.863339381,-0.07341273,-1.038180117,0.655307329,-3.124985211,1.092188618,0.449926373,1.126209701,0.164089665,1.98200981,0.654004622,1.095273606,1.895916964,1.168883954,0.211342109
0,0.39,0.23,0.29,0.09,-0.005735682,0.821292314,-2.143191799,1.520607378,-0.129134567,0.006627458,1.627310479,1.434606286,-1.781801986,-0.104915647,-0.598812695,-0.100591562,0.580784564,-1.757188711,0.324457908,0.811136733,1.656806519,0.390870311,0.226804128,1.104183445,-0.887324239,0.777907595,0.259081902,-0.163160401,1.108348566,0.308098461,-0.451603702,-0.628679038,-0.142379419,-0.121337536,-1.514991998,0.680375399,-1.382766237,0.493596041,-0.009851126,-0.704431265,-1.166485195,-0.128487056,1.719942117,-0.533812871,0.107440026,-0.845460169,-1.834357774,-1.972183682,0.416379636,-0.631011245,0.613401183,0.3429319,0.180681681,-0.437134661,-0.986916152,-0.436010565,-1.092901773,-0.031785453,-0.011147725,-1.036266447,-1.082382239,-0.838580543,-2.194818837,-0.783664792
0.17,0.17,0.16,0.5,0,-0.362709879,-1.718895404,-0.637325726,0.816033109,-0.592679046,1.12796929,0.42033807,1.69892103,2.27692007,0.47674684,-0.020745577,-0.763694623,0.793322699,0.505289985,0.240825601,0.278013907,0.319013954,-1.838443809,0.637501139,1.630119879,0.060803131,-1.022942359,1.353738144,-1.686908463,0.769587161,-0.676058859,-0.639809754,-1.605606101,-1.042130972,-0.083416556,-1.155794002,0.232147535,-0.30739277,1.394017139,2.238138053,-0.201780591,0.344384105,0.811705452,0.544272755,-0.387447126,0.959144069,0.441990691,-1.369439347,-1.827265202,1.032717581,-0.310866173,-0.355262347,0.397386599,-0.756780858,0.543825106,-1.037855889,0.600557287,-0.052486135,-0.949496654,-0.953382235,-1.902994418,-0.061427656,0.070089247,-2.172950716,0.19895099
0.3,0.17,0.03,0.5,0,-1.525468158,-1.718895404,1.176488009,1.966276654,1.032028863,-1.369803247,0.250883718,1.634277481,0.398870322,-1.790690534,-0.880115417,-0.251711317,-1.020393767,0.213389608,-0.988265683,-0.326191963,0.271478177,1.154712823,0.880877145,1.26132299,0.660660737,-0.82287631,-0.758777744,0.667193763,-0.088572014,-1.38223775,0.372869995,1.004226874,-1.52825793,-0.178843023,-0.926874152,0.325318495,0.120128537,-1.19418975,0.642094987,0.867636257,-0.706520537,0.403341039,0.666901549,-0.312390005,-0.783313506,1.447364261,0.851932193,-0.678352431,-1.320302897,0.287364095,-1.805663934,-0.104149982,-0.758318522,-1.139503239,-1.073406337,-1.276785272,-0.253163843,-0.826167876,-0.848704366,-2.165285697,-0.258387207,-0.191579554,-1.632164968,0.063474749
0.13,0,0.46,0.22,0.19,-0.214958111,-0.442753885,-0.708067759,-1.079864832,-0.652453428,0.132860384,-0.885396078,0.078090106,-0.298852008,-0.904404316,-0.01974805,1.225614561,-0.19448183,-1.163357016,-0.564859882,-0.742535503,-0.047690607,-0.013516902,-1.020497904,-0.190347085,2.524903019,-0.055062163,0.172359215,-1.99754268,-0.111629073,-2.564796421,0.762064637,0.92289816,0.401249414,-0.798155032,0.581544149,2.685439649,1.055694285,1.918573411,-0.066648077,-0.101027661,2.428098114,-0.405953848,1.389366727,-0.126795799,-2.1968155,0.514953582,-0.526928441,-0.499432042,0.052201246,2.955920275,1.333760388,-1.077417683,-0.262165576,-0.043849837,0.417087981,1.012426016,1.638646401,1.009254525,2.400988663,1.279351883,2.054856735,1.005540575,0.755061939,-0.217252949
